Stage_Height_ft_,Discharge_cfs_,RiverStation,XSID
0,0,13312,326
3.72,2274,13312,326
5.08,3745,13312,326
5.97,4829,13312,326
7.13,6351,13312,326
8.24,7883,13312,326
9.45,9534,13312,326
11.88,13384,13312,326
0,0,13593,325
3.74,2103,13593,325
5.12,3526,13593,325
6.05,4526,13593,325
7.23,5950,13593,325
8.32,7454,13593,325
9.55,8939,13593,325
12.01,12482,13593,325
0,0,13774,324
3.68,2103,13774,324
5.04,3526,13774,324
5.96,4526,13774,324
7.14,5950,13774,324
8.23,7454,13774,324
9.46,8939,13774,324
11.92,12482,13774,324
0,0,13854,323
3.95,2103,13854,323
5.46,3526,13854,323
6.43,4526,13854,323
7.67,5950,13854,323
8.84,7454,13854,323
10.05,8939,13854,323
12.55,12482,13854,323
0,0,1404,372
14.36,6439,1404,372
18.13,10283,1404,372
20.22,13082,1404,372
22.94,17138,1404,372
24.34,20025,1404,372
25.68,23207,1404,372
27.31,30130,1404,372
0,0,14060,322
3.76,2103,14060,322
5.26,3526,14060,322
6.22,4526,14060,322
7.46,5950,14060,322
8.63,7454,14060,322
9.82,8939,14060,322
12.3,12482,14060,322
0,0,14327,321
3.53,2103,14327,321
5.02,3526,14327,321
6,4526,14327,321
7.26,5950,14327,321
8.45,7454,14327,321
9.65,8939,14327,321
12.15,12482,14327,321
0,0,14386,320
3.67,2103,14386,320
5.15,3526,14386,320
6.13,4526,14386,320
7.38,5950,14386,320
8.57,7454,14386,320
9.77,8939,14386,320
13.36,12482,14386,320
0,0,14603,319
3.08,2103,14603,319
4.51,3526,14603,319
5.46,4526,14603,319
6.69,5950,14603,319
7.86,7454,14603,319
9.06,8939,14603,319
12.66,12482,14603,319
0,0,15000,318
2.82,2103,15000,318
4.06,3526,15000,318
4.92,4526,15000,318
6.09,5950,15000,318
7.22,7454,15000,318
8.39,8939,15000,318
11.98,12482,15000,318
0,0,15344,317
3.08,1899,15344,317
4.31,3166,15344,317
5.12,4067,15344,317
6.2,5372,15344,317
7.33,6688,15344,317
8.5,7915,15344,317
11.89,10869,15344,317
0,0,15491,316
3.1,1899,15491,316
4.29,3166,15491,316
5.07,4067,15491,316
6.14,5372,15491,316
7.25,6688,15491,316
8.39,7915,15491,316
11.73,10869,15491,316
0,0,15579,315
3.52,1899,15579,315
4.81,3166,15579,315
5.61,4067,15579,315
6.68,5372,15579,315
7.74,6688,15579,315
8.8,7915,15579,315
13.55,10869,15579,315
0,0,15743,314
3.41,1899,15743,314
4.67,3166,15743,314
5.46,4067,15743,314
6.52,5372,15743,314
7.57,6688,15743,314
8.62,7915,15743,314
13.4,10869,15743,314
0,0,16034,313
3.3,1899,16034,313
4.54,3166,16034,313
5.31,4067,16034,313
6.34,5372,16034,313
7.37,6688,16034,313
8.39,7915,16034,313
13.06,10869,16034,313
0,0,16331,312
3.16,1899,16331,312
4.34,3166,16331,312
5.09,4067,16331,312
6.09,5372,16331,312
7.08,6688,16331,312
8.07,7915,16331,312
12.67,10869,16331,312
0,0,16640,311
2.64,1899,16640,311
3.75,3166,16640,311
4.46,4067,16640,311
5.42,5372,16640,311
6.38,6688,16640,311
7.33,7915,16640,311
11.88,10869,16640,311
0,0,16856,310
3.47,1666,16856,310
4.68,2822,16856,310
5.43,3649,16856,310
6.44,4846,16856,310
7.34,6095,16856,310
8.2,7241,16856,310
12.18,9894,16856,310
0,0,16977,309
2.89,1666,16977,309
4.05,2822,16977,309
4.77,3649,16977,309
5.72,4846,16977,309
6.57,6095,16977,309
7.39,7241,16977,309
11.35,9894,16977,309
0,0,17039,308
3.34,1666,17039,308
4.63,2822,17039,308
5.43,3649,17039,308
6.49,4846,17039,308
7.49,6095,17039,308
8.35,7241,17039,308
11.89,9894,17039,308
0,0,17111,307
3.3,1666,17111,307
4.57,2822,17111,307
5.38,3649,17111,307
6.43,4846,17111,307
7.42,6095,17111,307
8.28,7241,17111,307
11.84,9894,17111,307
0,0,17231,306
3.24,1666,17231,306
4.53,2822,17231,306
5.35,3649,17231,306
6.42,4846,17231,306
7.44,6095,17231,306
8.32,7241,17231,306
11.73,9894,17231,306
0,0,17337,305
4.04,1666,17337,305
5.54,2822,17337,305
6.48,3649,17337,305
7.7,4846,17337,305
8.86,6095,17337,305
9.85,7241,17337,305
12.73,9894,17337,305
0,0,17455,304
2.49,1666,17455,304
3.51,2822,17455,304
4.15,3649,17455,304
5.01,4846,17455,304
5.82,6095,17455,304
6.51,7241,17455,304
8.67,9894,17455,304
0,0,17733,303
3.01,1659,17733,303
4.18,2810,17733,303
4.92,3631,17733,303
5.89,4825,17733,303
6.82,6068,17733,303
7.62,7205,17733,303
9.28,9834,17733,303
0,0,17886,302
2.38,1659,17886,302
3.38,2810,17886,302
4,3631,17886,302
4.8,4825,17886,302
5.6,6068,17886,302
6.27,7205,17886,302
7.67,9834,17886,302
0,0,18006,301
4.87,1659,18006,301
6.02,2810,18006,301
6.7,3631,18006,301
7.55,4825,18006,301
8.31,6068,18006,301
8.91,7205,18006,301
9.97,9834,18006,301
0,0,18147,300
3.78,1659,18147,300
4.61,2810,18147,300
5.44,3631,18147,300
6.54,4825,18147,300
7.58,6068,18147,300
8.46,7205,18147,300
10.34,9834,18147,300
0,0,18255,299
3.67,1659,18255,299
4.64,2810,18255,299
5.49,3631,18255,299
6.6,4825,18255,299
7.64,6068,18255,299
8.55,7205,18255,299
10.43,9834,18255,299
0,0,18273,298
4.17,1659,18273,298
5.76,2810,18273,298
6.42,3631,18273,298
7.73,4825,18273,298
8.99,6068,18273,298
10.03,7205,18273,298
12.54,9834,18273,298
0,0,18332,297
3.22,1659,18332,297
4.78,2810,18332,297
5.4,3631,18332,297
6.73,4825,18332,297
8.01,6068,18332,297
9.05,7205,18332,297
11.59,9834,18332,297
0,0,18350,296
3.22,1659,18350,296
4.54,2810,18350,296
5.37,3631,18350,296
6.46,4825,18350,296
7.72,6068,18350,296
8.78,7205,18350,296
11.34,9834,18350,296
0,0,18465,295
3.27,1659,18465,295
4.59,2810,18465,295
5.42,3631,18465,295
6.49,4825,18465,295
7.54,6068,18465,295
8.4,7205,18465,295
10.27,9834,18465,295
0,0,18606,294
3.23,1659,18606,294
4.55,2810,18606,294
5.39,3631,18606,294
6.47,4825,18606,294
7.52,6068,18606,294
8.4,7205,18606,294
10.24,9834,18606,294
0,0,18674,293
3.44,1659,18674,293
4.8,2810,18674,293
5.68,3631,18674,293
6.81,4825,18674,293
7.86,6068,18674,293
8.78,7205,18674,293
10.69,9834,18674,293
0,0,18689,292
3.84,1659,18689,292
5.19,2810,18689,292
6.09,3631,18689,292
7.72,4825,18689,292
8.31,6068,18689,292
9.19,7205,18689,292
11.1,9834,18689,292
0,0,18763,291
4.79,1659,18763,291
6.31,2810,18763,291
7.27,3631,18763,291
8.71,4825,18763,291
9.73,6068,18763,291
10.75,7205,18763,291
13,9834,18763,291
0,0,18833,290
4.5,1659,18833,290
6.22,2810,18833,290
7.3,3631,18833,290
8.86,4825,18833,290
10.09,6068,18833,290
11.22,7205,18833,290
13.65,9834,18833,290
0,0,18943,289
4.69,1659,18943,289
6.45,2810,18943,289
7.53,3631,18943,289
9.07,4825,18943,289
10.34,6068,18943,289
11.52,7205,18943,289
14.15,9834,18943,289
0,0,18990,288
4.63,1659,18990,288
6.31,2810,18990,288
7.36,3631,18990,288
8.85,4825,18990,288
10.08,6068,18990,288
11.24,7205,18990,288
13.84,9834,18990,288
0,0,19250,287
4.44,1659,19250,287
6.26,2810,19250,287
7.39,3631,19250,287
8.95,4825,19250,287
10.27,6068,19250,287
11.46,7205,19250,287
14.05,9834,19250,287
0,0,19482,286
4.36,1659,19482,286
6.15,2810,19482,286
7.28,3631,19482,286
8.82,4825,19482,286
10.16,6068,19482,286
11.37,7205,19482,286
14,9834,19482,286
0,0,19735,285
4.04,1659,19735,285
5.81,2810,19735,285
6.93,3631,19735,285
8.48,4825,19735,285
9.83,6068,19735,285
11.05,7205,19735,285
13.7,9834,19735,285
0,0,19925,284
3.64,1659,19925,284
5.34,2810,19925,284
6.42,3631,19925,284
7.91,4825,19925,284
9.22,6068,19925,284
10.38,7205,19925,284
12.9,9834,19925,284
0,0,20050,283
4.59,1645,20050,283
5.64,2783,20050,283
6.29,3597,20050,283
7.13,4790,20050,283
7.9,6050,20050,283
8.34,7147,20050,283
8.71,9701,20050,283
0,0,2007,371
14.33,6439,2007,371
17.45,10283,2007,371
19.26,13082,2007,371
21.6,17138,2007,371
22.91,20025,2007,371
24.18,23207,2007,371
25.74,30130,2007,371
0,0,20334,282
4.12,1645,20334,282
4.96,2783,20334,282
5.66,3597,20334,282
6.76,4790,20334,282
7.8,6050,20334,282
8.61,7147,20334,282
11.31,9701,20334,282
0,0,20675,281
6.95,1645,20675,281
9.06,2783,20675,281
10.22,3597,20675,281
11.43,4790,20675,281
12.59,6050,20675,281
13.47,7147,20675,281
13.37,9701,20675,281
0,0,20953,280
8.29,1645,20953,280
10.63,2783,20953,280
12.45,3597,20953,280
13.37,4790,20953,280
13.56,6050,20953,280
13.83,7147,20953,280
14.76,9701,20953,280
0,0,21057,279
5.78,1645,21057,279
8.14,2783,21057,279
9.66,3597,21057,279
10.42,4790,21057,279
10.62,6050,21057,279
10.85,7147,21057,279
11.92,9701,21057,279
0,0,21163,278
5.65,1645,21163,278
7.89,2783,21163,278
9.21,3597,21163,278
9.96,4790,21163,278
10.49,6050,21163,278
10.98,7147,21163,278
11.8,9701,21163,278
0,0,21251,277
4.96,1645,21251,277
7.28,2783,21251,277
8.65,3597,21251,277
9.41,4790,21251,277
9.95,6050,21251,277
10.46,7147,21251,277
11.34,9701,21251,277
0,0,21539,276
6.24,1645,21539,276
7.75,2783,21539,276
8.51,3597,21539,276
9.38,4790,21539,276
10.15,6050,21539,276
10.71,7147,21539,276
11.89,9701,21539,276
0,0,21836,275
6.33,1163,21836,275
7.46,1896,21836,275
7.91,2457,21836,275
8.5,3269,21836,275
9.12,3947,21836,275
9.62,4607,21836,275
10.71,6281,21836,275
0,0,22032,274
6.47,1163,22032,274
7.39,1896,22032,274
7.81,2457,22032,274
8.29,3269,22032,274
8.83,3947,22032,274
9.27,4607,22032,274
10.29,6281,22032,274
0,0,22210,273
5.69,1163,22210,273
7.04,1896,22210,273
7.44,2457,22210,273
7.86,3269,22210,273
8.03,3947,22210,273
8.28,4607,22210,273
9.17,6281,22210,273
0,0,22390,272
6.35,1163,22390,272
7.1,1896,22390,272
7.4,2457,22390,272
7.72,3269,22390,272
8.04,3947,22390,272
8.25,4607,22390,272
8.66,6281,22390,272
0,0,22442,271
7.53,1163,22442,271
8.19,1896,22442,271
8.48,2457,22442,271
8.83,3269,22442,271
9.13,3947,22442,271
9.35,4607,22442,271
9.82,6281,22442,271
0,0,22572,270
6.04,1163,22572,270
6.76,1896,22572,270
7.15,2457,22572,270
7.61,3269,22572,270
7.95,3947,22572,270
8.26,4607,22572,270
8.9,6281,22572,270
0,0,22638,269
7.5,1163,22638,269
8.14,1896,22638,269
8.56,2457,22638,269
9.05,3269,22638,269
9.41,3947,22638,269
9.73,4607,22638,269
10.45,6281,22638,269
0,0,22650,268
4.63,1163,22650,268
5.18,1896,22650,268
5.63,2457,22650,268
6.18,3269,22650,268
6.55,3947,22650,268
6.89,4607,22650,268
7.62,6281,22650,268
0,0,22664,267
5.09,1163,22664,267
5.37,1896,22664,267
5.68,2457,22664,267
5.97,3269,22664,267
6.39,3947,22664,267
6.74,4607,22664,267
7.5,6281,22664,267
0,0,22706,266
4.62,1163,22706,266
5.2,1896,22706,266
5.66,2457,22706,266
6.16,3269,22706,266
6.43,3947,22706,266
6.61,4607,22706,266
7.14,6281,22706,266
0,0,22859,265
4.13,1163,22859,265
5.36,1896,22859,265
5.75,2457,22859,265
6.18,3269,22859,265
6.48,3947,22859,265
6.59,4607,22859,265
7.64,6281,22859,265
0,0,22940,264
4.48,1163,22940,264
6.06,1896,22940,264
6.56,2457,22940,264
7.05,3269,22940,264
6.95,3947,22940,264
7.43,4607,22940,264
8.61,6281,22940,264
0,0,23212,263
4.6,1163,23212,263
5.8,1896,23212,263
6.31,2457,23212,263
7.22,3269,23212,263
7.86,3947,23212,263
8.05,4607,23212,263
8.82,6281,23212,263
0,0,23392,262
6.11,1145,23392,262
6.22,1858,23392,262
6.62,2418,23392,262
6.77,3156,23392,262
7.04,3738,23392,262
7.29,4341,23392,262
8.03,5982,23392,262
0,0,23517,261
7.6,1145,23517,261
8.8,1858,23517,261
7.78,2418,23517,261
8.04,3156,23517,261
8.18,3738,23517,261
8.72,4341,23517,261
9.19,5982,23517,261
0,0,23593,260
8.33,1145,23593,260
9.49,1858,23593,260
8.99,2418,23593,260
9.64,3156,23593,260
10.1,3738,23593,260
10.1,4341,23593,260
10.77,5982,23593,260
0,0,23753,259
6.99,1145,23753,259
8.05,1858,23753,259
7.8,2418,23753,259
8.36,3156,23753,259
8.77,3738,23753,259
8.85,4341,23753,259
9.51,5982,23753,259
0,0,23805,258
7.17,1145,23805,258
8.1,1858,23805,258
8.04,2418,23805,258
8.49,3156,23805,258
8.88,3738,23805,258
8.99,4341,23805,258
9.64,5982,23805,258
0,0,23842,257
8.29,1145,23842,257
9.11,1858,23842,257
9.41,2418,23842,257
9.85,3156,23842,257
10.18,3738,23842,257
10.43,4341,23842,257
11.04,5982,23842,257
0,0,23924,256
5.99,1145,23924,256
6.77,1858,23924,256
7.1,2418,23924,256
7.57,3156,23924,256
7.89,3738,23924,256
8.15,4341,23924,256
8.8,5982,23924,256
0,0,24096,255
6.34,1145,24096,255
6.65,1858,24096,255
7.24,2418,24096,255
8.33,3156,24096,255
9.78,3738,24096,255
10.05,4341,24096,255
10.3,5982,24096,255
0,0,24131,254
8.95,1145,24131,254
9.94,1858,24131,254
10.3,2418,24131,254
10.62,3156,24131,254
10.99,3738,24131,254
11.23,4341,24131,254
11.73,5982,24131,254
0,0,24323,253
8.16,1145,24323,253
8.9,1858,24323,253
9.26,2418,24323,253
9.6,3156,24323,253
9.97,3738,24323,253
10.21,4341,24323,253
10.73,5982,24323,253
0,0,2436,370
15.81,6439,2436,370
19.19,10283,2436,370
20.84,13082,2436,370
22.88,17138,2436,370
24.02,20025,2436,370
25.15,23207,2436,370
26.69,30130,2436,370
0,0,24639,252
6.78,1145,24639,252
7.34,1858,24639,252
7.72,2418,24639,252
8.1,3156,24639,252
8.47,3738,24639,252
8.73,4341,24639,252
9.32,5982,24639,252
0,0,24933,251
5.82,1145,24933,251
6.41,1858,24933,251
6.86,2418,24933,251
7.3,3156,24933,251
7.63,3738,24933,251
7.85,4341,24933,251
8.22,5982,24933,251
0,0,25110,250
6.36,1145,25110,250
7.36,1858,25110,250
7.84,2418,25110,250
8.39,3156,25110,250
8.75,3738,25110,250
9.14,4341,25110,250
10.2,5982,25110,250
0,0,25338,249
5.96,1145,25338,249
6.97,1858,25338,249
7.55,2418,25338,249
8.2,3156,25338,249
8.84,3738,25338,249
9.23,4341,25338,249
10.16,5982,25338,249
0,0,25385,248
6.04,1145,25385,248
7.2,1858,25385,248
8.13,2418,25385,248
9.36,3156,25385,248
10.12,3738,25385,248
10.62,4341,25385,248
11.71,5982,25385,248
0,0,25464,247
5.07,1145,25464,247
6.04,1858,25464,247
6.96,2418,25464,247
8.13,3156,25464,247
9.27,3738,25464,247
9.61,4341,25464,247
10.74,5982,25464,247
0,0,25489,246
6.85,1145,25489,246
10.49,1858,25489,246
11.07,2418,25489,246
11.86,3156,25489,246
12.45,3738,25489,246
13.05,4341,25489,246
14.09,5982,25489,246
0,0,25553,245
5.89,1145,25553,245
9.37,1858,25553,245
9.9,2418,25553,245
10.88,3156,25553,245
11.48,3738,25553,245
12.08,4341,25553,245
13.17,5982,25553,245
0,0,25722,244
6.47,1145,25722,244
9.02,1858,25722,244
9.78,2418,25722,244
10.15,3156,25722,244
10.74,3738,25722,244
11.33,4341,25722,244
12.48,5982,25722,244
0,0,25822,243
6.47,1145,25822,243
8.39,1858,25822,243
9.06,2418,25822,243
9.44,3156,25822,243
10.01,3738,25822,243
10.59,4341,25822,243
11.72,5982,25822,243
0,0,25903,242
6.44,1145,25903,242
7.71,1858,25903,242
8.48,2418,25903,242
8.86,3156,25903,242
9.39,3738,25903,242
9.98,4341,25903,242
11.13,5982,25903,242
0,0,25988,241
6.44,1145,25988,241
8.22,1858,25988,241
8.61,2418,25988,241
9.02,3156,25988,241
9.45,3738,25988,241
9.98,4341,25988,241
11.1,5982,25988,241
0,0,26186,240
5.8,1145,26186,240
6.99,1858,26186,240
7.36,2418,26186,240
7.77,3156,26186,240
8.17,3738,26186,240
8.66,4341,26186,240
9.74,5982,26186,240
0,0,26488,239
7.35,1145,26488,239
7.26,1858,26488,239
7.46,2418,26488,239
7.82,3156,26488,239
8.06,3738,26488,239
8.41,4341,26488,239
9.19,5982,26488,239
0,0,26741,238
7.76,1082,26741,238
8.98,1749,26741,238
8.79,2259,26741,238
9.41,2939,26741,238
9.83,3465,26741,238
10.16,3999,26741,238
10.71,5647,26741,238
0,0,26989,237
6.62,1082,26989,237
7.7,1749,26989,237
7.95,2259,26989,237
8.58,2939,26989,237
8.99,3465,26989,237
9.42,3999,26989,237
10.22,5647,26989,237
0,0,27240,236
9.31,1082,27240,236
10.19,1749,27240,236
10.52,2259,27240,236
10.88,2939,27240,236
11.04,3465,27240,236
11.58,3999,27240,236
13.21,5647,27240,236
0,0,27702,235
7.85,1082,27702,235
9.56,1749,27702,235
10.38,2259,27702,235
11.26,2939,27702,235
11.88,3465,27702,235
12.35,3999,27702,235
13.45,5647,27702,235
0,0,28099,234
6.33,1082,28099,234
7.97,1749,28099,234
8.67,2259,28099,234
9.3,2939,28099,234
9.68,3465,28099,234
10.03,3999,28099,234
11.22,5647,28099,234
0,0,28187,233
5.24,1015,28187,233
6.78,1633,28187,233
7.56,2090,28187,233
8.41,2716,28187,233
8.99,3207,28187,233
9.56,3752,28187,233
10.62,5325,28187,233
0,0,28283,232
6.8,1015,28283,232
8.32,1633,28283,232
9.11,2090,28283,232
9.87,2716,28283,232
10.36,3207,28283,232
10.8,3752,28283,232
11.63,5325,28283,232
0,0,2834,369
15.96,6439,2834,369
19.64,10283,2834,369
21.21,13082,2834,369
23.04,17138,2834,369
24.08,20025,2834,369
25.09,23207,2834,369
26.64,30130,2834,369
0,0,28381,231
3.83,1015,28381,231
5.36,1633,28381,231
6.15,2090,28381,231
6.87,2716,28381,231
7.3,3207,28381,231
7.59,3752,28381,231
10.09,5325,28381,231
0,0,28663,230
7.02,1015,28663,230
8.48,1633,28663,230
9.41,2090,28663,230
10.54,2716,28663,230
11.24,3207,28663,230
11.98,3752,28663,230
12.79,5325,28663,230
0,0,28713,229
8.17,1015,28713,229
9.65,1633,28713,229
10.58,2090,28713,229
11.62,2716,28713,229
12.25,3207,28713,229
12.95,3752,28713,229
13.78,5325,28713,229
0,0,28813,228
6.11,1015,28813,228
7.66,1633,28813,228
8.6,2090,28813,228
9.62,2716,28813,228
10.17,3207,28813,228
10.8,3752,28813,228
11.81,5325,28813,228
0,0,28891,227
5.72,1015,28891,227
7.45,1633,28891,227
8.43,2090,28891,227
9.11,2716,28891,227
9.79,3207,28891,227
10.39,3752,28891,227
11.44,5325,28891,227
0,0,29048,226
6.75,1015,29048,226
8.41,1633,29048,226
9.38,2090,29048,226
10.09,2716,29048,226
10.68,3207,29048,226
11.18,3752,29048,226
11.89,5325,29048,226
0,0,29214,225
6.3,1015,29214,225
7.61,1633,29214,225
8.65,2090,29214,225
9.59,2716,29214,225
10.35,3207,29214,225
11.17,3752,29214,225
14.28,5325,29214,225
0,0,29501,224
9.47,1015,29501,224
11.04,1633,29501,224
11.9,2090,29501,224
12.99,2716,29501,224
13.68,3207,29501,224
14.28,3752,29501,224
15.69,5325,29501,224
0,0,29927,223
9.61,923,29927,223
11.22,1484,29927,223
12.08,1876,29927,223
13.11,2460,29927,223
13.81,2915,29927,223
14.41,3504,29927,223
15.83,4929,29927,223
0,0,30225,222
8.05,923,30225,222
9.61,1484,30225,222
10.41,1876,30225,222
11.3,2460,30225,222
11.8,2915,30225,222
12.32,3504,30225,222
13.55,4929,30225,222
0,0,30361,221
7.67,923,30361,221
9.15,1484,30361,221
9.96,1876,30361,221
10.92,2460,30361,221
11.53,2915,30361,221
12.2,3504,30361,221
13.4,4929,30361,221
0,0,30436,220
5.8,923,30436,220
7.1,1484,30436,220
7.79,1876,30436,220
8.58,2460,30436,220
9.05,2915,30436,220
9.51,3504,30436,220
11.62,4929,30436,220
0,0,30511,219
8.78,923,30511,219
12.21,1484,30511,219
13.45,1876,30511,219
13.95,2460,30511,219
13.94,2915,30511,219
14.3,3504,30511,219
15.02,4929,30511,219
0,0,30708,218
9.26,923,30708,218
12.59,1484,30708,218
13.59,1876,30708,218
14.13,2460,30708,218
14.17,2915,30708,218
14.56,3504,30708,218
15.33,4929,30708,218
0,0,30850,217
8.32,923,30850,217
11.25,1484,30850,217
12.21,1876,30850,217
12.77,2460,30850,217
12.88,2915,30850,217
13.35,3504,30850,217
14.23,4929,30850,217
0,0,31054,216
8.29,829,31054,216
10.53,1327,31054,216
11.42,1694,31054,216
12.12,2211,31054,216
12.44,2632,31054,216
13.01,3202,31054,216
14.05,4526,31054,216
0,0,3118,368
19.05,6436,3118,368
23.03,10235,3118,368
24.55,12966,3118,368
26.34,16975,3118,368
27.4,19830,3118,368
28.43,23052,3118,368
30.08,29925,3118,368
0,0,31471,215
8.27,840,31471,215
10.12,1325,31471,215
10.92,1692,31471,215
11.63,2208,31471,215
12.02,2627,31471,215
12.6,3215,31471,215
13.66,4522,31471,215
0,0,31967,214
5.74,363,31967,214
7.38,562,31967,214
8.15,709,31967,214
8.94,915,31967,214
9.44,1084,31967,214
10.05,1341,31967,214
11.16,1834,31967,214
0,0,3208,367
21.43,6436,3208,367
24.68,10235,3208,367
25.51,12966,3208,367
26.76,16975,3208,367
27.55,19830,3208,367
28.39,23052,3208,367
30.19,29925,3208,367
0,0,32252,213
4.71,363,32252,213
5.79,562,32252,213
6.4,709,32252,213
7.13,915,32252,213
7.62,1084,32252,213
8.24,1341,32252,213
9.31,1834,32252,213
0,0,32476,212
5.01,363,32476,212
5.79,562,32476,212
6.27,709,32476,212
6.86,915,32476,212
7.3,1084,32476,212
7.89,1341,32476,212
9.01,1834,32476,212
0,0,32626,211
6.01,347,32626,211
6.96,536,32626,211
7.5,675,32626,211
8.12,872,32626,211
8.54,1030,32626,211
9.07,1203,32626,211
10.24,1633,32626,211
0,0,32697,210
8.2,347,32697,210
9.44,536,32697,210
10.22,675,32697,210
11.47,872,32697,210
12.21,1030,32697,210
12.83,1203,32697,210
13.33,1633,32697,210
0,0,32831,209
5.35,347,32831,209
6.66,536,32831,209
7.56,675,32831,209
8.62,872,32831,209
9.33,1030,32831,209
9.95,1203,32831,209
10.46,1633,32831,209
0,0,33004,208
5.81,347,33004,208
6.77,536,33004,208
7.42,675,33004,208
8.33,872,33004,208
9,1030,33004,208
9.6,1203,33004,208
10.04,1633,33004,208
0,0,33204,207
6.05,347,33204,207
6.95,536,33204,207
7.52,675,33204,207
8.29,872,33204,207
8.86,1030,33204,207
9.39,1203,33204,207
10.02,1633,33204,207
0,0,33419,206
4.71,347,33419,206
5.56,536,33419,206
6.06,675,33419,206
6.7,872,33419,206
7.17,1030,33419,206
7.62,1203,33419,206
8.47,1633,33419,206
0,0,33693,205
4.74,347,33693,205
5.65,536,33693,205
6.06,675,33693,205
6.53,872,33693,205
6.91,1030,33693,205
7.37,1203,33693,205
8.21,1633,33693,205
0,0,33873,204
5.56,347,33873,204
6.61,536,33873,204
7.11,675,33873,204
7.72,872,33873,204
8.08,1030,33873,204
8.33,1203,33873,204
8.83,1633,33873,204
0,0,34004,203
5.51,347,34004,203
6.46,536,34004,203
6.94,675,34004,203
7.47,872,34004,203
7.85,1030,34004,203
8.32,1203,34004,203
9.12,1633,34004,203
0,0,34137,202
6.73,347,34137,202
7.68,536,34137,202
8.26,675,34137,202
8.99,872,34137,202
9.64,1030,34137,202
10.35,1203,34137,202
12.76,1633,34137,202
0,0,34188,201
7.11,347,34188,201
8.33,536,34188,201
9.14,675,34188,201
10.17,872,34188,201
10.95,1030,34188,201
11.95,1203,34188,201
13,1633,34188,201
0,0,34267,200
6.13,347,34267,200
7.44,536,34267,200
8.3,675,34267,200
9.4,872,34267,200
10.23,1030,34267,200
10.9,1203,34267,200
11.91,1633,34267,200
0,0,34364,199
5.13,347,34364,199
6.41,536,34364,199
7.24,675,34364,199
8.31,872,34364,199
9.11,1030,34364,199
